2021-11-06 12:28:24;80;50;77;216;6;38;false;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:26;81;32;74;174;61;38;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:28;81;31;72;110;61;38;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:30;81;31;73;46;61;38;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:32;81;33;73;41;12;38;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:34;81;31;72;73;12;38;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:36;81;31;72;101;13;38;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:38;81;31;72;133;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:40;81;30;72;181;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:42;81;31;73;209;8;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:44;80;30;72;191;61;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:46;81;30;72;128;61;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:48;81;31;72;65;61;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:51;81;30;72;31;10;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:53;81;31;72;62;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:55;81;31;71;94;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:57;81;30;71;126;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:28:59;81;30;71;157;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:01;81;30;72;188;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:03;81;35;73;216;6;39;false;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:05;81;30;72;178;61;40;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:07;81;31;72;115;61;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:09;81;30;72;53;60;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:11;81;30;72;37;11;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:13;81;31;72;69;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:15;81;31;72;100;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:17;81;31;72;132;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:19;81;31;72;177;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:22;81;34;72;209;8;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:24;81;30;72;193;60;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:26;81;32;72;129;61;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:28;81;34;72;70;60;40;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:30;81;31;73;31;10;39;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:32;81;32;73;62;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:34;81;33;72;92;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:36;81;32;72;124;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:38;81;31;72;156;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:40;81;31;72;184;12;40;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:42;81;28;75;215;6;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:44;81;31;72;180;61;40;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:46;81;31;72;117;61;40;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:48;81;30;72;53;60;40;false;true;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:50;81;30;72;37;12;40;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:52;81;32;72;69;12;39;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:54;81;30;71;100;12;40;true;false;false;false;true;false;false;false;false;false;false;21530
2021-11-06 12:29:56;81;30;72;132;12;40;true;false;false;false;true;false;false;false;false;false;false;21530
